Entity Name,Lot Address,Lot Address2,Lot City,Lot State,Lot Zip,Number of Spaces,Location
M&T B@nk Corp,15190 FREDERICK RD,nan,  Rockville  ,Maryland,20850,Less Than 45,"15190 FREDERICK RD Rockville  20850 (39.10456, -77.15764)"
N/A,  12825 WISTERIA DR  ,nan,Germantown,M@ryland,20874,45 @nd Above,"12825 WISTERIA DR Germantown  20874 (39.17685, -77.26893)"
"Pettit Fin@ncial Investments, LC",  18251 FLOWER HILL WAY  ,  nan  , ,Maryland,20879, ,"18251 FLOWER HILL WAY Gaithersburg  20879 (39.15727, -77.16167)"
  ISN Corpor@tion  ,  10411 MOTOR CITY DR  ,n@n,NULL,M@ryland,20817,45 and Above,"10411 MOTOR CITY DR Bethesd@  20817 (39.02771, -77.14306)"
NULL,12825 WISTERIA DR,  nan  ,  Germantown  ,Maryland,20874,45 and Above,"12825 WISTERIA DR Germantown  20874 (39.17685, -77.26893)"
Saul Holdings Limited Partnership,N/A,  nan  ,Germantown,Maryland,20874,45 and Above,"  12825 WISTERIA DR Germantown  20874 (39.17685, -77.26893)  "
NULL,  851 E GUDE DR  ,  nan  ,Rockville,Maryland,20850,Less Than 45, 
Prevention of Blindness Society of Metropolitan Washington,3716 HOWARD AVE,  nan  ,-,  M@ryland  ,20895,  Less Than 45  ,"3716 HOWARD AVE Kensington  20895 (39.02667, -77.07273)"
Regency Centers,18066 MATENY RD,  nan  ,  Germantown  ,Maryland,20874,  45 @nd Above  ,"18066 MATENY RD Germantown  20874 (39.14799, -77.27335)"
Self Storage Plus,851 E GUDE DR,N/A,Rockville,Maryland,20850,45 and Above,"851 E GUDE DR Rockville  20850 (39.10116, -77.1418)"
  AAA Club Alliance Inc. dba AAA Tire & Auto Service  ,16045 SHADY GROVE RD,N/A,  Gaithersburg  ,Maryland,N/A,Less Than 45,"16045 SHADY GROVE RD Gaithersburg  20877 (39.12019, -77.17999)"
Self Storage Plus,851 E GUDE DR,nan,Rockville,  Maryland  ,20850,45 and Above,"851 E GUDE DR Rockville  20850 (39.10116, -77.1418)"
Public Storage,350 CHRISTOPHER AVE,nan,N/A,  Maryland  ,20879,  Less Than 45  ,"350 CHRISTOPHER AVE Gaithersburg  20879 (39.15832, -77.21109)"
Council of unit owners of Barrister condominium association,751 ROCKVILLE PIKE,n@n,Rockville,M@ryland,20852,45 and Above,"  751 ROCKVILLE PIKE Rockville  20852 (39.07882, -77.14244)  "
"  12503 Milestone Center Drive, Germantown Md 20876  ", ,n@n,"Germ@ntown, MD",NULL,20876, ,"12530 MILESTONE CENTER DR Germantown, MD  20876 (39.20254, -77.26596)"
New Hampshire Avenue Shopping Center LLC,6822 NEW HAMPSHIRE AVE,  nan  ,Takom Park,M@ryland,20912,45 @nd Above,"6822 NEW HAMPSHIRE AVE Takom Park  20912 (38.97397, -76.9964)"
"Jefferson Joint Venture, LLC t/a Towne Plaza",12250 ROCKVILLE PIKE,  nan  ,-,Maryland,-,  45 and Above  ,"12250 ROCKVILLE PIKE Rockville  20852 (39.05657, -77.12018)"
Bernstein M@nagement Corporation,18310 MONTGOMERY VILLAGE AVE,nan,  G@ithersburg  ,Maryland,20886,45 and Above,"18310 MONTGOMERY VILLAGE AVE Gaithersburg  20886 (39.15703, -77.20708)"
  None  ,None,None,  None  ,  None  ,None,None,  None  
-,None,  None  ,None,None,None,None,  None  
None,None,  None  ,None,None,  None  ,None,  None  
None,  None  ,None,None,None,  None  ,None,None
 , ,N/A,None,-,None,  None  ,None
